Review #,,Token,BIO Tag (For Explicit Aspects),Aspect Tag (For Explicit Aspects),Final Tag (For Explicit Aspects),"General Aspect, Specific Aspect Category (For Explicit Aspects)",Aspect Tag (For Implicit Aspects),Final Tag (For Implicit Aspects),"General Aspect, Specific Aspect Category (For Implicit Aspects)"
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,sakin,I,PRO#GEN,I - PRO#GEN,"Product, General",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,hindi,I,PRO#GEN,I - PRO#GEN,"Product, General",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,okay,I,PRO#GEN,I - PRO#GEN,"Product, General",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,akala,B,PRO#CORR,B - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,ko,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,yung,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,na,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,sstrech,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,talaga,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,sya,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,e,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,hindi,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,naman,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,pala,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,sa,B,PRO#CORR,B - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,picture,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,at,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,live,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,na,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,nagbebenta,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,goods,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,sya,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,in,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,person,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,hindi,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,na,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,pala,I,PRO#CORR,I - PRO#CORR,"Product, Correctness",,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,pero,O,,O - ,,,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,thats,O,,O - ,,,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,business,O,,O - ,,,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,sobrang,O,,O - ,,,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,nanghinayang,O,,O - ,,,,
29,not good not satisfied omg sa quality nya para sakin hindi okay akala ko yung na sstrech talaga sya e hindi naman pala sa picture at live na nagbebenta goods sya in person hindi na pala pero thats business sobrang nanghinayang ako,ako,O,,O - ,,,,
30,actually kala ko 10meters pro 6meters lang ng sinukat ko,actually,O,,O - ,,,,
30,actually kala ko 10meters pro 6meters lang ng sinukat ko,kala,O,,O - ,,,,
30,actually kala ko 10meters pro 6meters lang ng sinukat ko,ko,O,,O - ,,,,
30,actually kala ko 10meters pro 6meters lang ng sinukat ko,10meters,O,,O - ,,PRO#SIZE,PRO#SIZE,"Product, Size / Measurement"
30,actually kala ko 10meters pro 6meters lang ng sinukat ko,pro,O,,O - ,,PRO#SIZE,PRO#SIZE,"Product, Size / Measurement"
30,actually kala ko 10meters pro 6meters lang ng sinukat ko,6meters,O,,O - ,,PRO#SIZE,PRO#SIZE,"Product, Size / Measurement"
30,actually kala ko 10meters pro 6meters lang ng sinukat ko,lang,O,,O - ,,PRO#SIZE,PRO#SIZE,"Product, Size / Measurement"
30,actually kala ko 10meters pro 6meters lang ng sinukat ko,ng,O,,O - ,,PRO#SIZE,PRO#SIZE,"Product, Size / Measurement"
30,actually kala ko 10meters pro 6meters lang ng sinukat ko,sinukat,O,,O - ,,PRO#SIZE,PRO#SIZE,"Product, Size / Measurement"
30,actually kala ko 10meters pro 6meters lang ng sinukat ko,ko,O,,O - ,,PRO#SIZE,PRO#SIZE,"Product, Size / Measurement"
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,subrang,B,DEL#TIME,B - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,tagal,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,e,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,ship,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,nag,B,DEL#TIME,B - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,order,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,ako,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,ng,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,9,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,9,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,ngayon,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,ko,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,palang,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,na,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,receive,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,924,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,mag,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,1,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,month,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,bago,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,ko,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,marecive,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,ang,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,item,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,ang,O,,O - ,,,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,pangit,B,SER#GEN,B - SER#GEN,"Service, General",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,ng,I,SER#GEN,I - SER#GEN,"Service, General",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,service,I,SER#GEN,I - SER#GEN,"Service, General",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,di,I,SER#GEN,I - SER#GEN,"Service, General",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,responsible,I,SER#GEN,I - SER#GEN,"Service, General",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,si,I,SER#GEN,I - SER#GEN,"Service, General",,,
31,subrang tagal e ship nag order ako ng 9 9 ngayon ko palang na receive 924 mag 1 month bago ko marecive ang item ang pangit ng service di responsible si seller,seller,I,SER#GEN,I - SER#GEN,"Service, General",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,oil,O,,O - ,,,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,based,O,,O - ,,,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,kadisappoint,O,,O - ,,,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,lang,O,,O - ,,,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,yung,O,,O - ,,,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,cloud,O,,O - ,,,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,ksi,O,,O - ,,,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,parang,O,,O - ,,,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,iba,B,PRO#SENS,B - PRO#SENS,"Product, Sensory",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,yung,I,PRO#SENS,I - PRO#SENS,"Product, Sensory",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,amoy,I,PRO#SENS,I - PRO#SENS,"Product, Sensory",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,antapang,I,PRO#SENS,I - PRO#SENS,"Product, Sensory",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,may,I,PRO#SENS,I - PRO#SENS,"Product, Sensory",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,pag,I,PRO#SENS,I - PRO#SENS,"Product, Sensory",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,kalalake,I,PRO#SENS,I - PRO#SENS,"Product, Sensory",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,rin,I,PRO#SENS,I - PRO#SENS,"Product, Sensory",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,siyang,I,PRO#SENS,I - PRO#SENS,"Product, Sensory",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,scent,O,,O - ,,,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,which,O,,O - ,,,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,is,O,,O - ,,,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,not,O,,O - ,,PRO#COND,PRO#COND,"Product, Condition"
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,the,O,,O - ,,PRO#COND,PRO#COND,"Product, Condition"
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,same,O,,O - ,,PRO#COND,PRO#COND,"Product, Condition"
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,sa,O,,O - ,,PRO#COND,PRO#COND,"Product, Condition"
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,usual,O,,O - ,,PRO#COND,PRO#COND,"Product, Condition"
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,na,O,,O - ,,,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,binibili,O,,O - ,,,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,ko,O,,O - ,,,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,then,O,,O - ,,,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,amoy,B,PRO#SENS,B - PRO#SENS,"Product, Sensory",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,na,I,PRO#SENS,I - PRO#SENS,"Product, Sensory",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,amoy,I,PRO#SENS,I - PRO#SENS,"Product, Sensory",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,talaga,I,PRO#SENS,I - PRO#SENS,"Product, Sensory",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,yung,I,PRO#SENS,I - PRO#SENS,"Product, Sensory",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,alchohol,I,PRO#SENS,I - PRO#SENS,"Product, Sensory",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,sa,I,PRO#SENS,I - PRO#SENS,"Product, Sensory",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,bawat,I,PRO#SENS,I - PRO#SENS,"Product, Sensory",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,perfume,I,PRO#SENS,I - PRO#SENS,"Product, Sensory",,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,pero,O,,O - ,,,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,i,O,,O - ,,,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,guess,O,,O - ,,,,
32,oil based kadisappoint lang yung cloud ksi parang iba yung amoy antapang may pag kalalake rin siyang scent which is not the same sa usual na binibili ko then amoy na amoy talaga yung alchohol sa bawat perfume pero i guess its worth the price mura lng naman kaya ok,its,O,,O - ,,,,
